features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X3,above_3,count_3,count_5",Categorical,0.5412307692307693,0.07586471921322702,0.590487449798189,0.08442016722924799,0.0,0.00641894808362653,0.0
"X3,above_4,above_5,count_3",Categorical,0.5883692307692308,0.08123290206990161,0.6469433272830054,0.07891012263792159,0.04,0.040621863288137106,0.0
"X3,above_4,above_5,count_5",Categorical,0.5753538461538461,0.07212808462531065,0.5997972915795052,0.0870013774417421,0.01,0.016014477010941386,0.0
"X3,above_4,count_3,count_5",Categorical,0.5883692307692308,0.08123290206990161,0.6469433272830054,0.07891012263792159,0.04,0.040621863288137106,0.0
"X3,above_5,count_3,count_5",Categorical,0.542,0.08895008905670228,0.5657226115841868,0.11043407828630811,0.0,0.017277081512316883,0.0
"X5,above_3,above_4,above_5",Categorical,0.5820000000000001,0.08257927874537599,0.6354046785672808,0.08211753936111207,0.04,0.036549093872689675,0.0
"X5,above_3,above_4,count_3",Categorical,0.5774923076923076,0.08396129144753828,0.6472130083718958,0.08320523363486536,0.04,0.034654150166640196,0.0
"X5,above_3,above_4,count_5",Categorical,0.5820000000000001,0.08257927874537599,0.6354046785672808,0.08211753936111207,0.04,0.036549093872689675,0.0
"X5,above_3,above_5,count_3",Categorical,0.5630307692307693,0.08336146570506689,0.6218869145291948,0.08938494856163753,0.01,0.02259108114065267,0.0
"X5,above_3,above_5,count_5",Categorical,0.5544615384615385,0.08289695606862646,0.5707689547084017,0.11067188882608194,0.01,0.017106592013462096,0.0
"X5,above_3,count_3,count_5",Categorical,0.5630307692307693,0.08336146570506689,0.6218869145291948,0.08938494856163753,0.01,0.02259108114065267,0.0
"X5,above_4,above_5,count_3",Categorical,0.5754,0.07725696613618765,0.6283707148306136,0.08241494488779141,0.02,0.022690050558983987,0.0
"X5,above_4,above_5,count_5",Categorical,0.5808461538461539,0.08461129360739712,0.6093582981642502,0.09441659311560595,0.04,0.038966059093801686,0.0
"X5,above_4,count_3,count_5",Categorical,0.5754,0.07725696613618765,0.6283707148306136,0.08241494488779141,0.02,0.022690050558983987,0.0
"X5,above_5,count_3,count_5",Categorical,0.5637384615384616,0.08972891586994278,0.5776450619887634,0.12190321615133959,0.0,0.03194608571562185,0.0
"above_3,above_4,above_5,count_3",Categorical,0.5791692307692308,0.08499534828900479,0.6382308429384408,0.08289648238648585,0.02,0.03798389921528689,0.0
"above_3,above_4,above_5,count_5",Categorical,0.5796923076923077,0.07812325264318105,0.6170852935205091,0.08161574842996146,0.03,0.027178451602069886,0.0
"above_3,above_4,count_3,count_5",Categorical,0.5791692307692308,0.08499534828900479,0.6382308429384408,0.08289648238648585,0.02,0.03798389921528689,0.0
"above_3,above_5,count_3,count_5",Categorical,0.5512615384615385,0.07506206662591862,0.5787574502673792,0.0894991405959245,0.0,0.00862796145834599,0.0
"above_4,above_5,count_3,count_5",Categorical,0.5897846153846154,0.07903037241031836,0.6240544180627667,0.08785878981476636,0.03,0.03801535316200111,0.0
